r_no	u_no	r_date	r_start	r_end	r_time	r_car	r_seat
1156	20	2025-03-30	90	91	18:00	4	A04
1157	26	2025-03-30	53	44	11:45	5	D07
1158	65	2025-03-30	56	32	8:15	6	C05
1159	84	2025-03-30	47	44	20:30	1	B02
1160	112	2025-03-30	11	6	17:00	4	D01
1161	147	2025-03-30	42	35	15:00	10	A07
1162	252	2025-03-30	58	43	13:00	1	C06
1163	494	2025-03-30	75	66	10:00	1	C06
1164	5	2025-03-31	62	35	13:30	5	C03
1165	65	2025-03-31	67	70	18:00	3	B04
1166	140	2025-03-31	87	90	18:00	1	A06
1167	207	2025-03-31	87	88	14:00	1	B01
1168	220	2025-03-31	69	71	10:00	5	C02
1169	273	2025-03-31	85	81	10:00	3	C03
1170	274	2025-03-31	10	16	12:30	3	C03
1171	278	2025-03-31	70	72	8:00	7	D01
1172	295	2025-03-31	1	3	19:30	5	A06
1173	303	2025-03-31	51	42	19:15	6	A03
1174	319	2025-03-31	35	42	9:00	2	B08
1175	422	2025-03-31	7	4	12:00	1	C04
1176	426	2025-03-31	85	85	14:00	5	B01
1177	20	2025-04-01	64	69	20:00	1	A10
1178	38	2025-04-01	55	43	17:15	3	A02
1179	121	2025-04-01	60	44	12:15	7	A05
1180	157	2025-04-01	32	44	23:00	5	B09
1181	187	2025-04-01	67	76	10:00	6	B01
1182	231	2025-04-01	82	83	14:00	6	D08
1183	234	2025-04-01	40	37	17:00	9	D03
1184	234	2025-04-01	34	43	21:00	5	C01
1185	271	2025-04-01	28	21	15:00	3	B03
1186	283	2025-04-01	76	69	16:00	8	B09
1187	359	2025-04-01	74	66	8:00	2	A02
1188	393	2025-04-01	90	90	14:00	1	C08
1189	448	2025-04-01	64	67	10:00	7	B02
1190	461	2025-04-01	67	72	18:00	1	B02
1191	2	2025-04-02	91	89	18:00	3	C06
1192	32	2025-04-02	87	91	18:00	4	C01
1193	44	2025-04-02	79	83	14:00	2	B02
1194	76	2025-04-02	60	36	20:15	4	A06
1195	86	2025-04-02	90	87	14:00	2	B06
1196	125	2025-04-02	89	87	14:00	1	A07
1197	137	2025-04-02	65	66	12:00	4	C05
1198	156	2025-04-02	54	35	15:15	1	A09
1199	178	2025-04-02	81	86	14:00	2	B06
1200	202	2025-04-02	35	37	22:00	3	C01
1201	202	2025-04-02	91	87	10:00	3	A02
1202	275	2025-04-02	10	6	20:30	6	C10
1203	287	2025-04-02	67	72	18:00	5	C06
1204	376	2025-04-02	90	88	10:00	1	A06
1205	383	2025-04-02	73	69	16:00	2	B01
1206	385	2025-04-02	65	70	12:00	8	A03
1207	445	2025-04-02	42	39	9:00	1	C05
1208	450	2025-04-02	54	38	11:30	6	C02
1209	450	2025-04-02	85	80	18:00	5	B04
1210	78	2025-04-03	4	2	17:00	6	C08
1211	126	2025-04-03	17	12	20:00	6	D09
1212	144	2025-04-03	91	89	14:00	3	B01
1213	192	2025-04-03	90	91	10:00	2	A06
1214	239	2025-04-03	55	43	17:00	3	A10
1215	286	2025-04-03	47	38	23:30	2	A01
1216	318	2025-04-03	62	32	18:00	3	C02
1217	379	2025-04-03	34	38	15:00	10	B02
1218	398	2025-04-03	48	36	21:45	6	D03
1219	446	2025-04-03	35	46	15:00	10	A03
1220	457	2025-04-03	3	14	14:30	5	D05
1221	457	2025-04-03	52	39	22:30	8	B06
1222	459	2025-04-03	56	45	12:15	7	D07
1223	460	2025-04-03	19	21	9:00	5	D04
1224	71	2025-04-04	36	41	17:00	2	C10
1225	88	2025-04-04	68	71	20:00	2	A10
1226	127	2025-04-04	57	43	21:45	3	A03
1227	171	2025-04-04	43	41	16:00	5	D09
1228	173	2025-04-04	52	44	14:15	1	B02
1229	176	2025-04-04	48	41	6:00	3	A02
1230	264	2025-04-04	87	87	14:00	1	A02
1231	286	2025-04-04	52	35	19:15	7	A10
1232	292	2025-04-04	72	69	12:00	4	D03
1233	322	2025-04-04	37	36	16:00	7	B04
1234	342	2025-04-04	26	27	20:00	2	C08
1235	356	2025-04-04	85	81	14:00	6	D04
1236	362	2025-04-04	91	91	14:00	4	D05
1237	377	2025-04-04	51	45	19:00	2	B05
1238	385	2025-04-04	67	71	18:00	6	B03
1239	450	2025-04-04	46	32	21:00	8	C10
1240	29	2025-04-05	64	73	8:00	4	C06
1241	44	2025-04-05	77	65	12:00	3	A06
1242	46	2025-04-05	39	34	14:00	7	B02
1243	106	2025-04-05	89	90	10:00	2	B07
1244	165	2025-04-05	90	88	14:00	4	A08
1245	271	2025-04-05	82	78	18:00	5	C07
1246	328	2025-04-05	90	91	18:00	4	C10
1247	344	2025-04-05	9	3	12:30	9	D04
1248	377	2025-04-05	76	72	12:00	1	A06
1249	380	2025-04-05	33	43	9:00	2	C05
1250	382	2025-04-05	37	45	20:00	5	B02
1251	391	2025-04-05	90	91	18:00	3	A07
1252	396	2025-04-05	52	40	11:00	2	B03
1253	421	2025-04-05	83	82	14:00	3	A03
1254	436	2025-04-05	64	75	8:00	2	A01
1255	466	2025-04-05	37	32	21:00	10	A05
1256	483	2025-04-05	7	2	6:00	8	D02
1257	492	2025-04-05	47	40	17:45	7	C07
1258	28	2025-04-06	58	41	13:45	8	B06
1259	57	2025-04-06	70	71	18:00	1	C05
1260	128	2025-04-06	51	40	14:30	4	B10
1261	130	2025-04-06	86	81	10:00	3	B02
1262	164	2025-04-06	78	85	10:00	4	A08
1263	167	2025-04-06	71	75	8:00	2	C07
1264	234	2025-04-06	63	40	8:30	2	A08
1265	288	2025-04-06	5	13	21:00	5	B04
1266	290	2025-04-06	72	64	20:00	6	C08
1267	302	2025-04-06	46	35	21:00	10	A02
1268	310	2025-04-06	88	90	14:00	1	B05
1269	349	2025-04-06	56	45	17:30	6	A10
1270	357	2025-04-06	29	21	10:40	10	D07
1271	360	2025-04-06	33	35	17:00	2	A03
1272	434	2025-04-06	87	90	18:00	4	D03
1273	444	2025-04-06	84	83	14:00	4	D01
1274	447	2025-04-06	87	89	18:00	3	B04
1275	453	2025-04-06	41	43	7:00	6	D09
1276	90	2025-04-07	84	82	14:00	6	C01
1277	184	2025-04-07	82	83	18:00	2	B03
1278	202	2025-04-07	45	42	20:00	2	C04
1279	204	2025-04-07	35	37	17:00	5	B08
1280	260	2025-04-07	87	89	10:00	4	D05
1281	330	2025-04-07	38	37	8:00	3	C06
1282	496	2025-04-07	83	81	14:00	5	D04
1283	47	2025-04-08	36	40	12:00	10	A02
1284	48	2025-04-08	64	74	18:00	3	B07
1285	84	2025-04-08	2	5	8:30	5	A03
1286	104	2025-04-08	87	90	14:00	1	C01
1287	110	2025-04-08	83	83	10:00	6	B02
1288	123	2025-04-08	86	81	18:00	5	C09
1289	137	2025-04-08	89	90	18:00	3	B09
1290	159	2025-04-08	14	2	14:00	1	B03
1291	162	2025-04-08	39	32	9:00	5	C02
1292	174	2025-04-08	86	81	10:00	3	B05
1293	229	2025-04-08	28	22	8:40	4	D07
1294	257	2025-04-08	55	45	15:15	1	A05
1295	297	2025-04-08	75	76	8:00	7	C06
1296	306	2025-04-08	62	45	23:15	4	C04
1297	323	2025-04-08	38	37	18:00	3	B06
1298	334	2025-04-08	90	88	10:00	2	C07
1299	472	2025-04-08	51	39	16:00	4	D02
1300	481	2025-04-08	23	19	18:00	4	B05
1301	25	2025-04-09	80	86	10:00	6	C04
1302	27	2025-04-09	76	74	20:00	4	D10
1303	106	2025-04-09	88	89	18:00	2	B04
1304	138	2025-04-09	90	87	10:00	2	B08
1305	154	2025-04-09	85	78	18:00	2	A05
1306	168	2025-04-09	91	91	18:00	4	B10
1307	202	2025-04-09	77	66	10:00	3	A10
1308	212	2025-04-09	29	30	8:40	8	A07
1309	220	2025-04-09	91	91	18:00	3	B09
1310	260	2025-04-09	51	45	19:45	3	B05
1311	285	2025-04-09	45	36	16:00	4	D02
1312	306	2025-04-09	87	88	14:00	2	B02
1313	316	2025-04-09	15	13	23:30	3	C10
1314	372	2025-04-09	90	90	18:00	2	B05
1315	397	2025-04-09	80	78	18:00	5	A04
1316	417	2025-04-09	63	42	21:30	8	D03
1317	420	2025-04-09	55	46	14:15	8	B03
1318	451	2025-04-09	59	36	17:00	6	B01
1319	15	2025-04-10	4	8	8:00	1	C07
1320	29	2025-04-10	26	23	18:40	3	B02
1321	61	2025-04-10	78	84	14:00	3	A08
1322	66	2025-04-10	43	37	20:00	9	B06
1323	68	2025-04-10	81	82	14:00	3	A04
1324	82	2025-04-10	20	28	7:00	6	A05
1325	122	2025-04-10	89	89	10:00	4	C06
1326	161	2025-04-10	66	75	12:00	5	A08
1327	162	2025-04-10	54	33	21:30	2	A06
1328	287	2025-04-10	88	87	10:00	2	B04
1329	309	2025-04-10	23	19	17:40	4	B03
1330	319	2025-04-10	90	87	18:00	2	B01
1331	333	2025-04-10	61	32	14:45	3	A02
1332	354	2025-04-10	14	15	8:00	4	D03
1333	374	2025-04-10	56	36	15:00	8	D01
1334	429	2025-04-10	73	65	10:00	5	C09
1335	461	2025-04-10	64	67	16:00	1	A05
1336	500	2025-04-10	91	91	10:00	2	C10
1337	24	2025-04-11	86	84	18:00	3	B02
1338	101	2025-04-11	35	40	7:00	9	C05
1339	101	2025-04-11	86	85	14:00	2	A10
1340	109	2025-04-11	38	40	15:00	4	D04
1341	135	2025-04-11	36	41	22:00	6	A10
1342	154	2025-04-11	41	38	14:00	7	A07
1343	165	2025-04-11	88	89	18:00	1	B03
1344	179	2025-04-11	89	90	14:00	2	C07
1345	197	2025-04-11	87	89	18:00	2	B03
1346	198	2025-04-11	76	68	8:00	2	B03
1347	247	2025-04-11	32	46	9:00	9	C08
1348	286	2025-04-11	32	42	23:00	6	A05
1349	321	2025-04-11	59	43	10:45	7	D02
1350	338	2025-04-11	91	89	18:00	4	A10
1351	421	2025-04-11	86	82	14:00	3	A08
1352	421	2025-04-11	88	89	14:00	3	B08
1353	427	2025-04-11	57	38	7:00	5	A10
1354	437	2025-04-11	34	44	12:00	9	B06
1355	469	2025-04-11	79	80	14:00	2	A01
1356	489	2025-04-11	90	91	18:00	3	A04
1357	42	2025-04-12	43	45	17:00	6	D04
1358	49	2025-04-12	42	39	18:00	4	A10
1359	73	2025-04-12	51	40	15:15	3	A08
1360	77	2025-04-12	79	86	10:00	3	C04
1361	92	2025-04-12	35	32	21:00	4	D09
1362	107	2025-04-12	90	87	18:00	1	A07
1363	132	2025-04-12	10	3	20:30	5	A10
1364	220	2025-04-12	41	33	23:00	4	A05
1365	228	2025-04-12	39	33	14:00	3	A10
1366	240	2025-04-12	78	78	14:00	4	A01
1367	244	2025-04-12	69	64	12:00	6	A07
1368	349	2025-04-12	19	20	18:00	2	A06
1369	401	2025-04-12	72	76	20:00	4	C08
1370	404	2025-04-12	85	83	14:00	4	B02
1371	421	2025-04-12	81	84	18:00	1	B07
1372	431	2025-04-12	87	88	14:00	2	B02
1373	445	2025-04-12	89	90	18:00	4	D08
1374	466	2025-04-12	57	44	6:45	2	B08
1375	497	2025-04-12	64	73	18:00	8	A07
1376	499	2025-04-12	88	88	10:00	1	A02
1377	4	2025-04-13	3	12	9:30	8	D03
1378	90	2025-04-13	55	43	8:00	6	A05
1379	125	2025-04-13	81	79	14:00	1	B09
1380	131	2025-04-13	84	85	10:00	2	A05
1381	210	2025-04-13	78	80	14:00	5	A06
1382	281	2025-04-13	18	23	13:40	6	D10
1383	282	2025-04-13	84	79	10:00	2	A07
1384	331	2025-04-13	47	43	18:30	4	A07
1385	347	2025-04-13	36	40	15:00	1	C05
1386	413	2025-04-13	13	17	14:30	4	B10
1387	461	2025-04-13	61	37	9:30	8	B02
1388	63	2025-04-14	17	4	21:30	10	B02
1389	80	2025-04-14	57	37	7:45	6	B04
1390	122	2025-04-14	84	81	18:00	5	D04
1391	129	2025-04-14	89	88	18:00	1	A08
1392	135	2025-04-14	82	86	18:00	4	C04
1393	220	2025-04-14	30	29	20:00	10	D02
1394	312	2025-04-14	56	35	19:30	2	A06
1395	330	2025-04-14	6	10	18:00	4	D08
1396	394	2025-04-14	78	82	18:00	5	D08
1397	435	2025-04-14	46	43	12:00	6	B10
1398	1	2025-04-15	49	41	10:00	5	B05
1399	39	2025-04-15	52	37	15:45	4	C05
1400	44	2025-04-15	65	76	16:00	2	C05
1401	63	2025-04-15	88	89	10:00	4	C02
1402	73	2025-04-15	90	91	18:00	3	A06
1403	78	2025-04-15	78	80	14:00	1	A04
1404	148	2025-04-15	46	36	22:00	6	C05
1405	181	2025-04-15	20	24	18:40	6	B01
1406	189	2025-04-15	91	90	14:00	2	B06
1407	356	2025-04-15	81	83	18:00	1	A03
1408	476	2025-04-15	10	8	7:00	2	B02
1409	57	2025-04-16	87	88	10:00	3	C06
1410	258	2025-04-16	63	39	17:15	6	A10
1411	265	2025-04-16	89	89	18:00	1	A02
1412	284	2025-04-16	31	18	17:00	1	A05
1413	301	2025-04-16	91	87	14:00	2	A06
1414	339	2025-04-16	81	80	18:00	2	C07
1415	362	2025-04-16	43	37	7:00	3	A06
1416	379	2025-04-16	17	8	16:00	7	A06
1417	460	2025-04-16	46	44	18:00	7	D08
1418	54	2025-04-17	86	83	14:00	6	D07
1419	65	2025-04-17	62	43	6:00	3	B03
1420	83	2025-04-17	70	73	18:00	2	A03
1421	85	2025-04-17	41	43	7:00	3	A07
1422	121	2025-04-17	26	30	14:00	4	C07
1423	126	2025-04-17	91	91	14:00	3	A02
1424	157	2025-04-17	75	68	10:00	7	A07
1425	200	2025-04-17	46	39	22:00	8	A04
1426	215	2025-04-17	91	91	18:00	2	A04
1427	241	2025-04-17	48	35	9:15	1	B02
1428	283	2025-04-17	42	32	11:00	7	A06
1429	301	2025-04-17	13	16	21:30	10	D10
1430	312	2025-04-17	55	37	20:45	7	C08
1431	336	2025-04-17	89	87	10:00	1	C09
1432	410	2025-04-17	33	41	16:00	10	A07
1433	442	2025-04-17	27	25	7:00	9	D01
1434	459	2025-04-17	2	8	15:00	9	C07
1435	487	2025-04-17	35	32	8:00	10	B07
1436	7	2025-04-18	63	38	11:00	3	A03
1437	48	2025-04-18	72	65	16:00	1	C08
1438	49	2025-04-18	6	5	18:00	9	A10
1439	116	2025-04-18	32	46	18:00	1	C04
1440	117	2025-04-18	69	68	20:00	6	C04
1441	182	2025-04-18	68	65	14:00	5	B04
1442	189	2025-04-18	82	83	10:00	4	B10
1443	195	2025-04-18	77	73	10:00	3	A10
1444	217	2025-04-18	58	44	8:00	2	C04
1445	257	2025-04-18	11	4	7:00	10	A06
1446	285	2025-04-18	27	20	14:00	8	D10
1447	382	2025-04-18	61	40	19:45	1	A03
1448	461	2025-04-18	8	9	19:30	3	B04
1449	493	2025-04-18	62	36	7:45	6	D10
1450	6	2025-04-19	47	41	8:30	1	A06
1451	97	2025-04-19	44	43	22:00	2	C07
1452	117	2025-04-19	6	12	11:00	9	D05
1453	270	2025-04-19	1	5	11:30	4	C02
1454	287	2025-04-19	55	35	0:15	4	A05
1455	330	2025-04-19	26	30	8:40	4	A06
1456	332	2025-04-19	54	32	13:30	7	C09
1457	366	2025-04-19	14	2	20:00	2	B05
1458	418	2025-04-19	91	88	18:00	2	B06
1459	427	2025-04-19	89	89	10:00	2	B10
1460	452	2025-04-19	2	6	19:00	5	A06
1461	455	2025-04-19	62	40	13:45	7	D03
1462	500	2025-04-19	79	82	10:00	6	C05
1463	29	2025-04-20	79	84	10:00	2	C08
1464	66	2025-04-20	33	38	7:00	9	D07
1465	68	2025-04-20	55	36	18:00	5	D08
1466	85	2025-04-20	73	70	20:00	4	B09
1467	107	2025-04-20	34	44	22:00	4	A03
1468	140	2025-04-20	4	5	7:30	3	A05
1469	255	2025-04-20	89	87	14:00	3	B08
1470	260	2025-04-20	71	65	20:00	5	B03
1471	276	2025-04-20	5	17	14:00	5	D06
1472	290	2025-04-20	60	33	20:00	3	C04
1473	313	2025-04-20	28	27	10:00	10	C09
1474	325	2025-04-20	40	42	10:00	10	A06
1475	429	2025-04-20	91	88	10:00	1	A04
1476	491	2025-04-20	45	36	16:00	1	B03
1477	6	2025-04-21	77	69	10:00	7	B10
1478	21	2025-04-21	44	36	6:00	2	C07
1479	128	2025-04-21	53	46	11:45	3	A04
1480	130	2025-04-21	65	69	16:00	8	A03
1481	175	2025-04-21	60	36	19:45	4	B05
1482	185	2025-04-21	55	34	15:30	1	A10
1483	204	2025-04-21	69	65	16:00	6	B01
1484	258	2025-04-21	45	46	18:00	9	B08
1485	305	2025-04-21	78	85	14:00	5	B01
1486	381	2025-04-21	67	66	16:00	1	B04
1487	393	2025-04-21	47	46	14:45	3	C01
1488	409	2025-04-21	86	85	18:00	6	A06
1489	491	2025-04-21	87	91	18:00	1	B10
1490	39	2025-04-22	16	5	13:30	8	C01
1491	65	2025-04-22	86	83	18:00	2	A05
1492	94	2025-04-22	89	88	14:00	1	C06
1493	133	2025-04-22	49	32	20:15	5	C08
1494	136	2025-04-22	19	20	13:00	6	D04
1495	139	2025-04-22	90	87	18:00	3	A05
1496	145	2025-04-22	19	21	8:40	2	A09
1497	211	2025-04-22	86	84	18:00	3	B05
1498	278	2025-04-22	64	69	10:00	4	D04
1499	315	2025-04-22	26	18	7:40	2	A07
1500	332	2025-04-22	86	83	18:00	2	C05
1501	350	2025-04-22	60	33	21:45	8	C05
1502	456	2025-04-22	57	35	16:30	2	B08
1503	8	2025-04-23	84	78	10:00	3	A04
1504	10	2025-04-23	39	40	14:00	1	B07
1505	14	2025-04-23	40	35	19:00	9	A06
1506	63	2025-04-23	27	23	9:40	3	C09
1507	162	2025-04-23	78	78	18:00	6	C09
1508	169	2025-04-23	76	67	10:00	7	B02
1509	184	2025-04-23	35	45	23:00	1	A05
1510	325	2025-04-23	78	82	10:00	1	B02
1511	344	2025-04-23	85	83	18:00	5	D08
1512	354	2025-04-23	80	83	14:00	6	A10
1513	355	2025-04-23	90	87	18:00	3	C06
1514	380	2025-04-23	53	36	8:00	7	A02
1515	401	2025-04-23	76	74	14:00	4	D02
1516	426	2025-04-23	39	38	15:00	2	C10
1517	432	2025-04-23	64	75	20:00	7	D02
1518	452	2025-04-23	80	84	18:00	5	C09
1519	479	2025-04-23	22	21	17:00	9	B05
1520	480	2025-04-23	69	65	8:00	7	D03
1521	28	2025-04-24	83	85	14:00	1	A01
1522	54	2025-04-24	42	36	19:00	10	A01
1523	54	2025-04-24	90	87	18:00	3	B03
1524	98	2025-04-24	83	85	14:00	5	A02
1525	115	2025-04-24	88	90	14:00	4	D01
1526	172	2025-04-24	75	73	8:00	8	D06
1527	177	2025-04-24	91	89	14:00	1	A10
1528	213	2025-04-24	34	40	18:00	6	A01
1529	218	2025-04-24	4	14	15:00	7	A04
1530	263	2025-04-24	9	4	23:00	8	C02
1531	266	2025-04-24	73	68	10:00	4	A06
1532	272	2025-04-24	46	32	13:00	2	B07
1533	272	2025-04-24	32	36	18:00	8	A08
1534	287	2025-04-24	82	79	10:00	2	C04
1535	322	2025-04-24	44	39	19:00	4	C01
1536	330	2025-04-24	58	37	10:45	2	B09
1537	344	2025-04-24	91	89	10:00	3	A06
1538	372	2025-04-24	50	39	6:00	8	A05
1539	374	2025-04-24	22	19	15:40	4	C01
1540	384	2025-04-24	34	45	10:00	9	D07
1541	410	2025-04-24	38	46	10:00	3	B02
1542	5	2025-04-25	38	45	18:00	8	C07
1543	26	2025-04-25	30	23	12:00	9	A07
1544	30	2025-04-25	22	31	13:40	7	B06
1545	64	2025-04-25	46	35	6:00	1	C04
1546	115	2025-04-25	89	88	14:00	3	C09
1547	192	2025-04-25	24	26	15:00	9	C06
1548	199	2025-04-25	62	42	12:45	2	B01
1549	219	2025-04-25	39	43	10:00	6	C03
1550	276	2025-04-25	80	86	18:00	6	A10
1551	291	2025-04-25	9	11	12:30	6	A09
1552	297	2025-04-25	82	82	18:00	4	B02
1553	321	2025-04-25	10	9	17:30	7	D05
1554	328	2025-04-25	68	69	10:00	7	B05
1555	390	2025-04-25	84	86	14:00	4	A07
1556	482	2025-04-25	34	44	12:00	8	A09
1557	42	2025-04-26	65	76	10:00	2	C02
1558	63	2025-04-26	64	65	12:00	5	D03
1559	115	2025-04-26	8	4	17:00	1	B04
1560	174	2025-04-26	89	87	18:00	4	C07
1561	180	2025-04-26	86	79	18:00	1	B07
1562	186	2025-04-26	76	77	10:00	8	B07
1563	220	2025-04-26	19	31	20:40	10	B01
1564	255	2025-04-26	81	79	10:00	2	B05
1565	358	2025-04-26	51	43	17:00	4	A10
1566	360	2025-04-26	62	45	20:15	8	C07
1567	471	2025-04-26	80	84	18:00	5	A03
1568	482	2025-04-26	42	39	16:00	9	A10
1569	7	2025-04-27	78	84	18:00	6	A01
1570	131	2025-04-27	11	13	21:00	3	B04
1571	155	2025-04-27	75	65	10:00	8	C05
1572	238	2025-04-27	81	86	10:00	6	B01
1573	294	2025-04-27	46	37	21:00	10	B07
1574	382	2025-04-27	30	31	12:00	3	C05
1575	399	2025-04-27	87	89	14:00	4	C07
1576	453	2025-04-27	87	89	18:00	1	A08
1577	484	2025-04-27	15	1	15:30	5	B03
1578	4	2025-04-28	87	88	14:00	3	A07
1579	60	2025-04-28	81	78	18:00	1	A06
1580	70	2025-04-28	41	39	21:00	10	A01
1581	166	2025-04-28	44	46	9:00	8	C01
1582	176	2025-04-28	32	35	10:00	2	A09
1583	349	2025-04-28	91	90	10:00	1	C06
1584	392	2025-04-28	48	36	7:45	4	A02
1585	395	2025-04-28	87	88	14:00	4	D03
1586	445	2025-04-28	85	83	18:00	2	B09
1587	111	2025-04-29	41	35	12:00	6	C03
1588	225	2025-04-29	44	38	13:00	5	C10
1589	285	2025-04-29	90	88	10:00	1	C07
1590	335	2025-04-29	91	89	18:00	4	C06
1591	407	2025-04-29	52	45	14:30	6	C02
1592	484	2025-04-29	91	89	14:00	3	B06
1593	34	2025-04-30	82	86	14:00	3	C04
1594	62	2025-04-30	50	44	20:45	4	B09
1595	140	2025-04-30	60	41	20:30	1	C04
1596	180	2025-04-30	7	14	15:00	5	D10
1597	240	2025-04-30	3	13	18:00	9	D08
1598	257	2025-04-30	12	11	7:00	5	C09
1599	297	2025-04-30	48	41	22:00	8	B04
1600	301	2025-04-30	25	22	9:40	10	A09
1601	410	2025-04-30	77	69	14:00	7	D07
1602	432	2025-04-30	23	22	22:00	4	A05
1603	455	2025-04-30	88	87	18:00	4	D10
1604	464	2025-04-30	6	1	19:30	1	C09
1605	481	2025-04-30	59	39	12:00	6	B10
1606	48	2025-05-01	83	82	14:00	2	B07
1607	54	2025-05-01	40	41	7:00	7	C06
1608	111	2025-05-01	43	41	7:00	4	A03
1609	176	2025-05-01	57	35	6:00	2	A04
1610	233	2025-05-01	79	84	10:00	2	C03
1611	274	2025-05-01	63	38	11:00	6	A09
1612	287	2025-05-01	33	38	19:00	3	A01
1613	306	2025-05-01	76	73	18:00	1	C07
1614	317	2025-05-01	3	5	8:00	8	B09
1615	338	2025-05-01	54	45	10:15	4	C03
1616	345	2025-05-01	75	65	8:00	5	A01
1617	383	2025-05-01	49	34	13:45	4	A01
1618	386	2025-05-01	43	33	9:00	7	C03
1619	425	2025-05-01	75	68	8:00	3	C05
1620	496	2025-05-01	7	13	14:30	3	B09
1621	70	2025-05-02	91	88	10:00	2	C04
1622	111	2025-05-02	76	65	20:00	6	A02
1623	150	2025-05-02	87	87	10:00	2	B03
1624	154	2025-05-02	62	36	11:45	4	A05
1625	242	2025-05-02	55	36	16:45	6	D02
1626	272	2025-05-02	58	33	12:30	1	C02
1627	274	2025-05-02	16	6	6:30	5	C03
1628	310	2025-05-02	61	34	16:15	5	A03
1629	312	2025-05-02	40	33	18:00	7	C05
1630	348	2025-05-02	87	88	10:00	2	A03
1631	349	2025-05-02	53	32	12:45	5	D06
1632	357	2025-05-02	88	91	18:00	2	A04
1633	395	2025-05-02	89	88	10:00	1	B07
1634	445	2025-05-02	54	36	17:15	7	A02
1635	477	2025-05-02	60	40	13:45	8	A09
1636	481	2025-05-02	79	82	18:00	4	D02
1637	484	2025-05-02	86	78	14:00	5	A04
1638	39	2025-05-03	70	66	8:00	1	A01
1639	41	2025-05-03	44	46	11:00	10	C06
1640	52	2025-05-03	78	83	18:00	4	D01
1641	94	2025-05-03	10	4	19:30	10	D10
1642	204	2025-05-03	15	9	22:00	6	B07
1643	219	2025-05-03	36	37	8:00	6	C06
1644	239	2025-05-03	88	87	18:00	3	B03
1645	299	2025-05-03	3	16	7:00	3	C03
1646	309	2025-05-03	64	77	10:00	2	A02
1647	347	2025-05-03	36	42	12:00	3	A01
1648	433	2025-05-03	41	36	21:00	9	D07
1649	18	2025-05-04	64	71	20:00	3	B04
1650	122	2025-05-04	58	34	6:45	7	D01
1651	139	2025-05-04	30	31	7:00	3	A04
1652	152	2025-05-04	16	2	21:00	5	D05
1653	158	2025-05-04	79	83	14:00	1	B02
1654	190	2025-05-04	21	30	8:00	4	C09
1655	203	2025-05-04	29	21	18:40	8	B01
1656	234	2025-05-04	69	75	10:00	8	A05
1657	248	2025-05-04	46	35	22:00	9	D06
1658	258	2025-05-04	72	74	20:00	5	D05
1659	387	2025-05-04	47	33	18:00	7	C09
1660	453	2025-05-04	89	89	10:00	1	C08
1661	466	2025-05-04	49	36	8:15	3	C05
1662	19	2025-05-05	90	88	18:00	2	B06
1663	88	2025-05-05	36	33	21:00	8	D10
1664	93	2025-05-05	43	36	17:00	5	C07
1665	99	2025-05-05	68	77	20:00	5	C10
1666	109	2025-05-05	85	78	10:00	1	A02
1667	122	2025-05-05	90	87	14:00	1	B02
1668	135	2025-05-05	77	67	10:00	8	A02
1669	176	2025-05-05	55	43	11:30	5	B01
1670	195	2025-05-05	34	33	7:00	8	D06
1671	205	2025-05-05	91	90	10:00	3	A10
1672	251	2025-05-05	41	40	18:00	5	B06
1673	252	2025-05-05	5	17	16:00	3	B10
1674	314	2025-05-05	35	41	9:00	8	D07
1675	323	2025-05-05	83	81	18:00	4	C05
1676	328	2025-05-05	85	79	14:00	6	A06
1677	378	2025-05-05	4	11	17:30	8	D06
1678	431	2025-05-05	21	22	14:40	10	B04
1679	436	2025-05-05	67	76	18:00	8	B01
1680	439	2025-05-05	90	89	14:00	2	C03
1681	489	2025-05-05	85	86	18:00	6	B10
1682	3	2025-05-06	7	8	12:30	10	D04
1683	46	2025-05-06	43	39	19:00	2	B06
1684	77	2025-05-06	51	37	9:45	5	D01
1685	99	2025-05-06	85	80	10:00	1	A01
1686	120	2025-05-06	62	45	21:30	2	C04
1687	179	2025-05-06	45	36	19:00	4	B03
1688	185	2025-05-06	80	85	10:00	3	A09
1689	300	2025-05-06	25	24	7:40	5	B09
1690	324	2025-05-06	84	86	10:00	3	A08
1691	357	2025-05-06	33	45	7:00	4	B06
1692	395	2025-05-06	9	17	20:30	6	B06
1693	417	2025-05-06	7	1	22:30	9	C10
1694	456	2025-05-06	89	87	18:00	4	C05
1695	33	2025-05-07	72	66	10:00	6	D06
1696	192	2025-05-07	6	3	9:30	8	B03
1697	237	2025-05-07	86	81	14:00	5	A02
1698	307	2025-05-07	37	34	20:00	5	D07
1699	312	2025-05-07	12	15	21:30	8	A07
1700	371	2025-05-07	4	6	7:00	10	A04
1701	428	2025-05-07	85	84	18:00	1	A08
1702	443	2025-05-07	43	35	8:00	9	D04
1703	458	2025-05-07	43	33	22:00	6	A09
1704	499	2025-05-07	32	37	22:00	4	C06
1705	25	2025-05-08	1	9	13:30	1	A04
1706	170	2025-05-08	34	43	10:00	9	A06
1707	195	2025-05-08	78	78	18:00	1	A03
1708	211	2025-05-08	37	36	18:00	3	B08
1709	217	2025-05-08	18	25	16:00	7	B04
1710	255	2025-05-08	65	70	8:00	1	C02
1711	277	2025-05-08	57	46	11:45	8	B05
1712	430	2025-05-08	50	37	13:30	5	D09
1713	14	2025-05-09	34	40	15:00	6	A09
